,name,latitude,longitude,address,category,rating,category_count
4972,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
4973,Elena Miro',45.47745,9.2078,"C. Buenos Aires, 15, 20124 Milan, Italy",Women's Clothing,4.0,1
4974,Kipling,45.47672,9.2076,"Corso Buenos Aires 14, 20124 Milan, Italy","Accessories, Luggage",4.0,2
4975,Guess,45.4760833504536,9.2067189887166,"Corso Buenos Aires 10, 20129 Milan, Italy","Women's Clothing, Men's Clothing, Accessories",3.3,3
4976,Sweetblackberry,45.44898,9.20285,"Via Crema 17, 20135 Milan, Italy",Women's Clothing,5.0,1
4977,Mas que nada,45.4503,9.20491,"Corso Lodi 12, 20135 Milan, Italy",Women's Clothing,4.7,1
4978,Valigeria Ciotti,45.45161,9.20361,"Corso Lodi 3, 20135 Milan, Italy","Leather Goods, Luggage, Accessories",3.6,3
4979,I Santi,45.45134,9.20468,"Via Bernardino Corio, 2, 20135 Milan, Italy",Leather Goods,4.0,1
4980,Leone Sport,45.44973,9.20276,"Via Crema 11, 20135 Milan, Italy",Sports Wear,3.0,1
4981,Bazaar della Lana,45.4486599,9.20743,"Corso Lodi 24, 20135 Milan, Italy",Women's Clothing,4.0,1
4982,Zori,45.44988,9.20248,"Via Crema 8, 20135 Milan, Italy",Accessories,4.0,1
4983,WoT - Waste of Time,45.4485636,9.2056041,"Via Adige 7, 20135 Milan, Italy","Comic Books, Fashion, Arcades",0.0,3
4984,Brambilla Universal Shoes,45.45029,9.19708,"Via Giuseppe Ripamonti 7A, 20141 Milan, Italy",Shoe Stores,4.5,1
4985,Euromania,45.4490204,9.1974201,"Via Giuseppe Ripamonti 15, 20135 Milan, Italy","Accessories, Home Decor, Home Cleaning",4.0,3
4986,TUG Vintage Concept Store,45.451941589536,9.20427594418027,"Via Lodovico Muratori 6, 20135 Milan, Italy","Women's Clothing, Used, Vintage & Consignment, Accessories",5.0,4
4987,Boutique Malu',45.45069,9.20266,"Via Crema, 1, 20135 Milan, Italy",Women's Clothing,3.0,1
4988,Effendi Emjardi Sheila,45.44919,9.20284,"Via Crema, 15, 20135 Milan, Italy",Fashion,0.0,1
4989,Cipri Sorelle ,45.44919,9.20284,"Via Crema, 15, 20135 Milan, Italy",Fashion,0.0,1
4990,"Arioli / Maria Assunta, commerciante",45.44917,9.20394,"Via Piacenza, 9, 20135 Milan, Italy",Fashion,0.0,1
4991,Eatme & Go,45.460991694525,9.18441008482088,"Via Torino 50, 20123 Milan, Italy","Coffee & Tea, Bakeries, Ice Cream & Frozen Yogurt",3.4,3
4992,Caribu',45.44805,9.20524,"Via Adige, 13, 20135 Milan, Italy",Shoe Stores,0.0,1
4993,Bar Monica,45.4510384,9.2035103,"Corso Lodi 4, 20135 Milan, Italy",Coffee & Tea,4.0,1
4994,Daniela e Andrea,45.45127,9.20417,"Corso Lodi 7, 20135 Milan, Italy","Men's Clothing, Women's Clothing",3.4,2
4995,Ago e Spago,45.45197,9.1837199,"Viale Col di Lana 12, 20136 Milan, Italy",Shoe Stores,4.3,1
4996,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
4997,Eatme & Go,45.460991694525,9.18441008482088,"Via Torino 50, 20123 Milan, Italy","Coffee & Tea, Bakeries, Ice Cream & Frozen Yogurt",3.4,3
4998,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
4999,Scout,45.45939,9.18103,"Corso di Porta Ticinese 12, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.9,3
5000,Lucan's,45.46053,9.18235,"Via Torino 71, 20123 Milan, Italy",Shoe Stores,4.5,1
5001,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
5002,Tezenis,45.46191,9.18543,"Via Valpetrosa 10, 20123 Milan, Italy",Lingerie,3.8,1
5003,Artisanal,45.46239356,9.1835281,"Santa Marta 15, 20123 Milan, Italy","Shoe Stores, Men's Clothing",5.0,2
5004,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
5005,Trend,45.4613,9.185,"Via Torino 46, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",5.0,3
5006,Tanagra,45.46114,9.18468,"Via Torino 48, Corso Buenos Aires 58, 20123 Milan, Italy",Shoe Stores,3.8,1
5007,Café Saint George,45.46093,9.18408,"Via Torino 56, 20123 Milan, Italy","Bars, Coffee & Tea",2.8,2
5008,Tutto per lo Sport 2,45.4608,9.18441,"Via Torino, 51, 20123 Milan, Italy",Sports Wear,4.0,1
5009,Cavalli e Nastri,45.4589170398849,9.17990158424516,"Via Gian Giacomo Mora 12, 20123 Milan, Italy","Used, Vintage & Consignment",3.9,2
5010,Par5,45.4588528910805,9.18125733045012,"Corso di Porta Ticinese 16, 20123 Milan, Italy","Shoe Stores, Accessories, Watches",4.3,3
5011,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
5012,Cavalli e Nastri,45.45891,9.18048,"Via Gian Giacomo Mora 3, 20123 Milan, Italy",Women's Clothing,5.0,1
5013,Circus,45.4615898132324,9.18112659454346,"Via Circo 1, 20123 Milan, Italy","Women's Clothing, Men's Clothing",5.0,2
5014,Milano Zero,45.464191,9.1819598,"Via Borromei 7, 20123 Milan, Italy","Cafes, Coffee & Tea",5.0,2
5015,Joost,45.45991,9.18012,"Via Cesare Correnti 12, Milano, 20123 Milan, Italy",Men's Clothing,5.0,1
5016,EmmeGross,45.5019371,9.1665821,"Via Carnevali 116, 20158 Milan, Italy","Lingerie, Outlet Stores",5.0,2
5017,Kammi Calzature Valassina,45.5017049,9.1659553,"Via Imbriani 61, 20158 Milan, Italy","Accessories, Shoe Stores",3.7,2
5018,Boggi Factory Store,45.49536,9.1759799,"Viale Lancetti 28, 20158 Milan, Italy","Men's Clothing, Outlet Stores",3.7,2
5019,Corte de' Burberi,45.50256,9.16479,"Via Brofferio 1, 20158 Milan, Italy",Fashion,4.0,1
5020,Formenti / Giancarlo,45.50304,9.17089,"Via Carnevali Antonio, 43, 20158 Milan, Italy",Fashion,0.0,1
5021,Sole e Luna Café,45.50202,9.16502,"Piazza Bausan 3, 20158 Milan, Italy","Bars, Cafes, Coffee & Tea",3.0,3
5022,Moku,45.500786,9.1755242,"Via Guerzoni 39, 20158 Milan, Italy","Women's Clothing, Accessories, Hats",5.0,3
5023,Manganini,45.51674,9.17186,"Via Astesani Alessandro, 8, 20161 Milan, Italy",Fashion,4.0,1
5024,Bar Caffetteria Imbriani,45.50069,9.16716,"Via degli Imbriani 45, 20158 Milan, Italy",Coffee & Tea,3.0,1
5025,Maghi Kasa,45.50218,9.16581,"Piazza Bausan Giovanni, 4, 20158 Milan, Italy",Children's Clothing,0.0,1
5026,Paladini Abbigliamento,45.49312,9.15039,"Via Bodoni Gian Battista 2, 20155 Milan, Italy",Fashion,5.0,1
5027,Double B - Brian & Barry Outlet,45.49536,9.1759799,"Viale Lancetti, 28, 20158 Milan, Italy","Fashion, Outlet Stores",3.7,2
5028,Indumenti da lavoro e sport,45.49268,9.18467,"Via Carlo Farini, 58, 20159 Milan, Italy",Fashion,4.0,1
5029,Parrucchiere Sif,45.5010681,9.1879501,"Via Valassina 35, 20159 Milan, Italy","Hair Salons, Accessories, Cosmetics & Beauty Supply",5.0,3
5030,Wild West,45.503621868882,9.17943589389324,"Via Legnone 81, 20158 Milan, Italy","Men's Clothing, Women's Clothing",0.0,2
5031,Mode Koralline,45.49854,9.16653,"Piazzale Lugano 6, 20158 Milan, Italy",Women's Clothing,5.0,1
5032,Caffè Lanzoni,45.50168,9.16531,"Via Rosa Massara de Capitani 3, 20158 Milan, Italy",Coffee & Tea,3.0,1
5033,La Cialdina,45.5049130070099,9.17595810593065,"Via Giuseppe Tartini 12, 20158 Milan, Italy",Coffee & Tea,0.0,1
5034,Campus,45.50391,9.16433,"Via Durando 8, 20158 Milan, Italy",Coffee & Tea,3.0,1
5035,Sissi,45.50117,9.16657,"Via degli Imbriani  51, 20158 Milan, Italy",Fashion,3.0,1
5036,Caffè Hodeidah,45.48236,9.16705,"Via Piero della Francesca 8, 20154 Milan, Italy","Coffee & Tea, Cafes, Coffee Roasteries",4.8,3
5037,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
5038,Pupi Solari,45.46946,9.1662199,"Via Lorenzo Mascheroni 12, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",0.0,3
5039,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
5040,Peter Pan,45.46946,9.1662199,"Via Mascheroni Lorenzo 12, 20145 Milan, Italy",Shoe Stores,3.0,1
5041,Drogheria Soana,45.46557,9.18025,"Corso Magenta 1, 20123 Milan, Italy","Specialty Food, Coffee & Tea, Beer, Wine & Spirits",4.1,4
5042,Nicol Caramel,45.47115,9.16935,"Via Petrarca, 7, 20123 Milan, Italy",Maternity Wear,4.0,1
5043,Eve,45.46946,9.1662199,"Via Mascheroni Lorenzo, 12, 20145 Milan, Italy",Leather Goods,3.0,1
5044,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
5045,Teatro Litta,45.46573609,9.17893097,"Corso Magenta 24, 20123 Milan, Italy","Performing Arts, Opera & Ballet, Music Venues, Cafes, Coffee & Tea",4.3,5
5046,Benetton,45.4663761,9.1635808,"Corso Vercelli 8, 20145 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.0,3
5047,Del Mare 1911,45.4662,9.1629799,"Corso Vercelli, 11, 20144 Milan, Italy",Men's Clothing,4.5,1
5048,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
5049,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
5050,Figus Designer,45.46586,9.17607,"Corso Magenta 31, 20123 Milan, Italy","Jewelry, Leather Goods, Accessories",5.0,3
5051,Plaza Cafè,45.46562,9.16544,"Viale di Porta Vercellina 2, 20123 Milan, Italy","Coffee & Tea, Italian",3.5,2
5052,Born To Run,45.47758,9.17273,"Via Cagnola 12, 20154 Milan, Italy","Outdoor Gear, Sports Wear, Watches",4.3,3
5053,Gemelli,45.46645,9.16216,"Corso Vercelli, 16, 20145 Milan, Italy",Fashion,4.5,1
5054,Baby Motta,45.466,9.16187,"Largo Settimo Severo 6, 20144 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",4.0,3
5055,Fatto A Mano,45.46512,9.16434,"Via San Michele del Carso, 6, 20144 Milan, Italy",Women's Clothing,4.0,1
5056,Borgia,45.46217,9.1547,"Via Giorgio Washington, 56, 20146 Milan, Italy",Fashion,5.0,1
5057,Du Pareil Au Meme Italia,45.4649166,9.1536576,"Via Sardegna 19, 20146 Milan, Italy",Children's Clothing,3.3,1
5058,W Milano,45.46078339,9.15486887,"Via Giorgio Washington 51, 20146 Milan, Italy","Home Decor, Used, Vintage & Consignment",5.0,3
5059,Belfiore,45.46732,9.15791,"Via Belfiore 9, 20145 Milan, Italy",Shoe Stores,3.8,1
5060,Jean Marie,45.46681,9.1486699,"Piazza De Angeli 14, 20149 Milan, Italy",Women's Clothing,4.0,1
5061,Idealscarpa,45.46669,9.15198,"Via Marghera 41, 20149 Milan, Italy",Fashion,3.5,1
5062,Yamamay,45.4675070302168,9.15442395955324,"Via Marghera 3, 20149 Milan, Italy",Lingerie,4.0,1
5063,Christies,45.46651,9.15828,"C. Vercelli, 51, 20145 Milan, Italy",Lingerie,4.0,1
5064,Calzolaio Costanzo,45.4603449,9.1563985,"Via Digione 1, 20144 Milan, Italy","Shoe Repair, Accessories, Shoe Stores",4.0,3
5065,Nonostante Marras,45.4563293,9.1603098,"Via Cola di Rienzo 8, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Bookstores",5.0,3
5066,Il Nuovo Guardaroba,45.46637,9.1529399,"Via Asti 5, 20149 Milan, Italy","Women's Clothing, Thrift Stores, Accessories",3.5,3
5067,Saullo Anna Maria,45.46302,9.15241,"Via Trieste, 19, 20146 Milan, Italy",Fashion,0.0,1
5068,Sport Ok,45.46679,9.15225,"Via Marghera 37, 20149 Milan, Italy",Fashion,4.0,1
5069,Intimo Cantaluppi,45.46744,9.1544,"Via Marghera 3, 20149 Milan, Italy",Lingerie,5.0,1
5070,Del Mare 1911,45.4662,9.1629799,"Corso Vercelli, 11, 20144 Milan, Italy",Men's Clothing,4.5,1
5071,Bar Washington,45.4651,9.15536,"Via Giorgio Washington, 9, 20146 Milan, Italy",Coffee & Tea,3.0,1
5072,Conbipel,45.4671,9.15372,"Via Cuneo 4, 20149 Milan, Italy","Leather Goods, Men's Clothing, Women's Clothing",3.0,3
5073,Tresor,45.4546584,9.1427719,"20146 Milan, Italy",Women's Clothing,5.0,1
5074,La Bottega Delle Fiabe,45.4677896,9.151888,"Via Carlo Ravizza 7, 20149 Milan, Italy",Children's Clothing,5.0,1
5075,Walter,45.46637,9.151,"Via Marghera 53, 20149 Milan, Italy",Shoe Stores,2.5,1
5076,Frida,45.48865,9.18729,"Via Pollaiuolo 3, 20159 Milan, Italy","Pubs, Italian, Fashion",3.7,3
5077,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
5078,City Outlet,45.47689,9.20067,"via vittorio veneto, 20, 20124 Milan, Italy",Shoe Stores,4.0,1
5079,Fraqair,45.47614,9.19387,"Via Andrea Appiani 2, 20121 Milan, Italy","Accessories, Women's Clothing",5.0,2
5080,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
5081,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
5082,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
5083,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
5084,Spectrum,45.4792645665826,9.20218515850677,"Via Felice Casati 29, 20124 Milan, Italy","Shoe Stores, Sports Wear",3.8,2
5085,Aroma Napoletano by Bar Mexico Napoli,45.49006111972474,9.189695527171724,"Via Traù 2, 20159 Milan, Italy","Coffee & Tea, Bakeries",4.5,2
5086,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
5087,La Factory Milano,45.4768821638298,9.20045796636135,"Viale Vittorio Veneto 20, 20124 Milan, Italy",Fashion,4.0,1
5088,Shopping Club,45.47724545,9.19964969,"Viale Vittorio Veneto 24, 20124 Milan, Italy","Women's Clothing, Men's Clothing, Convenience Stores",3.7,3
5089,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
5090,DB Living,45.48092,9.1998,"Via Pisani 6, 20100 Milan, Italy","Accessories, Home Decor, Gift Shops",3.8,3
5091,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
5092,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
5093,Pause,45.4804993,9.2122002,"Via Federico Ozanam 7, 20129 Milan, Italy","Bars, Women's Clothing",4.3,2
5094,Stradivarius,45.47614396,9.20641065,"Via Lazzaro Palazzi 2, 20124 Milan, Italy","Women's Clothing, Accessories",4.2,2
5095,Giorgio Armani,45.47049,9.19305,"Via Alessandro Manzoni 31, 20121 Milan, Italy","Women's Clothing, Men's Clothing",4.8,2
5096,Valigeria Ciotti,45.45161,9.20361,"Corso Lodi 3, 20135 Milan, Italy","Leather Goods, Luggage, Accessories",3.6,3
5097,TUG Vintage Concept Store,45.451941589536,9.20427594418027,"Via Lodovico Muratori 6, 20135 Milan, Italy","Women's Clothing, Used, Vintage & Consignment, Accessories",5.0,4
5098,I Santi,45.45134,9.20468,"Via Bernardino Corio, 2, 20135 Milan, Italy",Leather Goods,4.0,1
5099,Mas que nada,45.4503,9.20491,"Corso Lodi 12, 20135 Milan, Italy",Women's Clothing,4.7,1
5100,Montresor,45.45303,9.20293,"Viale Monte Nero 5, 20135 Milan, Italy","Desserts, Coffee & Tea, Tea Rooms",4.5,3
5101,L'altra Coco',45.45338,9.20306,"Viale Monte Nero, 7, 20135 Milan, Italy",Women's Clothing,5.0,1
5102,Pasticceria O'Sullivan's,45.4516602,9.2053204,"Via Corio 8, 20135 Milan, Italy",Coffee & Tea,5.0,1
5103,Sweetblackberry,45.44898,9.20285,"Via Crema 17, 20135 Milan, Italy",Women's Clothing,5.0,1
5104,Daniela e Andrea,45.45127,9.20417,"Corso Lodi 7, 20135 Milan, Italy","Men's Clothing, Women's Clothing",3.4,2
5105,Bar Monica,45.4510384,9.2035103,"Corso Lodi 4, 20135 Milan, Italy",Coffee & Tea,4.0,1
5106,The Place Europe,45.452549,9.2039404,"Via Carlo Botta 4, 20135 Milan, Italy","Women's Clothing, Shoe Stores",0.0,2
5107,Zori,45.44988,9.20248,"Via Crema 8, 20135 Milan, Italy",Accessories,4.0,1
5108,Il Negozietto Vintage e Dintorni,45.451063,9.201318,"Viale Sabotino 24, 20135 Milan, Italy","Used, Vintage & Consignment",0.0,2
5109,Brambilla Universal Shoes,45.45029,9.19708,"Via Giuseppe Ripamonti 7A, 20141 Milan, Italy",Shoe Stores,4.5,1
5110,Bar Porta Romana,45.45146,9.20481,"Corso Lodi, angolo Via Bernardino Corio, 20135 Milan, Italy","Coffee & Tea, Juice Bars & Smoothies",3.0,2
5111,Alviero Martini Factory Outlet,45.45193,9.20579,"Via Muratori 13, 20135 Milan, Italy","Fashion, Outlet Stores",3.0,2
5112,Grand Market,45.45084,9.2004204,"Viale Sabotino 16, 20135 Milan, Italy",Department Stores,3.5,1
5113,Leone Sport,45.44973,9.20276,"Via Crema 11, 20135 Milan, Italy",Sports Wear,3.0,1
5114,Lorio Anna Antonella,45.45138,9.20272,"Viale Sabotino, 38, 20135 Milan, Italy",Lingerie,0.0,1
5115,La Piazzetta,45.45067,9.20516,"Corso Lodi 13, 20135 Milan, Italy",Women's Clothing,3.0,1
5116,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
5117,Nonostante Marras,45.4563293,9.1603098,"Via Cola di Rienzo 8, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Bookstores",5.0,3
5118,Calzolaio Costanzo,45.4603449,9.1563985,"Via Digione 1, 20144 Milan, Italy","Shoe Repair, Accessories, Shoe Stores",4.0,3
5119,Drogheria Soana,45.46557,9.18025,"Corso Magenta 1, 20123 Milan, Italy","Specialty Food, Coffee & Tea, Beer, Wine & Spirits",4.1,4
5120,Zadea,45.45787,9.15561,"Piazzale DE Agostini Giovanni 8, 20146 Milan, Italy","Food Delivery Services, Cafes, Coffee & Tea",3.0,3
5121,Ferrari e Balestra Pellicceria,45.4574799,9.16381,"Via Valparaiso, 10, 20144 Milan, Italy",Women's Clothing,4.0,1
5122,W Milano,45.46078339,9.15486887,"Via Giorgio Washington 51, 20146 Milan, Italy","Home Decor, Used, Vintage & Consignment",5.0,3
5123,Teatro Litta,45.46573609,9.17893097,"Corso Magenta 24, 20123 Milan, Italy","Performing Arts, Opera & Ballet, Music Venues, Cafes, Coffee & Tea",4.3,5
5124,Asolino,45.45977,9.15549,"Via Costanza, 5, 20146 Milan, Italy",Children's Clothing,4.0,1
5125,COIN,45.45594,9.17245,"Piazza Cantore 12, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Lingerie",3.8,3
5126,Bertoni / Simona,45.45823,9.16114,"Via California, 15, 20144 Milan, Italy",Shoe Stores,0.0,1
5127,Belfiore,45.46732,9.15791,"Via Belfiore 9, 20145 Milan, Italy",Shoe Stores,3.8,1
5128,Turci Calzature,45.45358,9.1704899,"Piazzale Stazione Porta Genova 3, 20144 Milan, Italy",Shoe Stores,4.3,1
5129,Guendj,45.45123,9.17308,"Ripa Porta Ticinese 47, 20144 Milan, Italy","Used, Vintage & Consignment",4.0,2
5130,Figus Designer,45.46586,9.17607,"Corso Magenta 31, 20123 Milan, Italy","Jewelry, Leather Goods, Accessories",5.0,3
5131,Harold'S Boutique,45.45754,9.16045,"Via Vincenzo Foppa, 25, 20144 Milan, Italy",Women's Clothing,3.0,1
5132,Del Mare 1911,45.4662,9.1629799,"Corso Vercelli, 11, 20144 Milan, Italy",Men's Clothing,4.5,1
5133,Yoga Shop,45.45304,9.17757,"Viale Gabriele D'Annunzio 25, 20125 Milan, Italy","Sports Wear, Yoga",4.3,2
5134,Il Tirolo a Milano,45.4554716330099,9.17172112513117,"Viale Coni Zugna 62, 20144 Milan, Italy","Fashion, Specialty Food",3.4,2
5135,Il Girotondo,45.45965,9.16585,"Via Antonio Dugnani, 6, 20144 Milan, Italy",Children's Clothing,4.0,1
5136,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
5137,Del Mare 1911,45.4662,9.1629799,"Corso Vercelli, 11, 20144 Milan, Italy",Men's Clothing,4.5,1
5138,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
5139,Plaza Cafè,45.46562,9.16544,"Viale di Porta Vercellina 2, 20123 Milan, Italy","Coffee & Tea, Italian",3.5,2
5140,Fatto A Mano,45.46512,9.16434,"Via San Michele del Carso, 6, 20144 Milan, Italy",Women's Clothing,4.0,1
5141,Drogheria Soana,45.46557,9.18025,"Corso Magenta 1, 20123 Milan, Italy","Specialty Food, Coffee & Tea, Beer, Wine & Spirits",4.1,4
5142,Baby Motta,45.466,9.16187,"Largo Settimo Severo 6, 20144 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",4.0,3
5143,Benetton,45.4663761,9.1635808,"Corso Vercelli 8, 20145 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.0,3
5144,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
5145,Gemelli,45.46645,9.16216,"Corso Vercelli, 16, 20145 Milan, Italy",Fashion,4.5,1
5146,Teatro Litta,45.46573609,9.17893097,"Corso Magenta 24, 20123 Milan, Italy","Performing Arts, Opera & Ballet, Music Venues, Cafes, Coffee & Tea",4.3,5
5147,Brian & Barry,45.46617,9.16079,"Corso Vercelli, 23, 20144 Milan, Italy",Fashion,4.0,1
5148,Luca Simone,45.46617,9.16079,"Galleria Corso Vercelli 23, 20144 Milan, Italy",Shoe Stores,4.5,1
5149,La Bonneterie di Cuccinello Barbara,45.46394,9.16404,"Via SAN Michele del Carso, 18, 20144 Milan, Italy",Lingerie,0.0,1
5150,Serendeepity,45.45351,9.18023,"Corso di Porta Ticinese 100, 20123 Milan, Italy","Vinyl Records, Used, Vintage & Consignment",3.8,3
5151,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
5152,Camiceria Vitali,45.4661,9.1645,"Corso Vercelli 1, 20144 Milan, Italy",Men's Clothing,3.5,1
5153,Figus Designer,45.46586,9.17607,"Corso Magenta 31, 20123 Milan, Italy","Jewelry, Leather Goods, Accessories",5.0,3
5154,Belfiore,45.46732,9.15791,"Via Belfiore 9, 20145 Milan, Italy",Shoe Stores,3.8,1
5155,Nonostante Marras,45.4563293,9.1603098,"Via Cola di Rienzo 8, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Bookstores",5.0,3
5156,Bar Lodi,45.4467832762324,9.21142764226131,"Corso Lodi 45, 20137 Milan, Italy","Cafes, Coffee & Tea",0.0,2
5157,La Panchetta,45.4446326008123,9.21420713999069,"Corso Lodi 60, 20139 Milan, Italy",Women's Clothing,0.0,1
5158,Vertigini,45.4484482,9.2106895,"Viale Umbria 7, 20135 Milan, Italy","Shoe Stores, Accessories, Luggage",5.0,3
5159,Bazaar della Lana,45.4486599,9.20743,"Corso Lodi 24, 20135 Milan, Italy",Women's Clothing,4.0,1
5160,Brambilla Universal Shoes,45.45029,9.19708,"Via Giuseppe Ripamonti 7A, 20141 Milan, Italy",Shoe Stores,4.5,1
5161,WEI Abbigliamento,45.44438,9.21468,"Via Scrivia, 1, 20139 Milan, Italy",Fashion,0.0,1
5162,Valigeria Ciotti,45.45161,9.20361,"Corso Lodi 3, 20135 Milan, Italy","Leather Goods, Luggage, Accessories",3.6,3
5163,TUG Vintage Concept Store,45.451941589536,9.20427594418027,"Via Lodovico Muratori 6, 20135 Milan, Italy","Women's Clothing, Used, Vintage & Consignment, Accessories",5.0,4
5164,Euromania,45.4490204,9.1974201,"Via Giuseppe Ripamonti 15, 20135 Milan, Italy","Accessories, Home Decor, Home Cleaning",4.0,3
5165,Sweetblackberry,45.44898,9.20285,"Via Crema 17, 20135 Milan, Italy",Women's Clothing,5.0,1
5166,Mas que nada,45.4503,9.20491,"Corso Lodi 12, 20135 Milan, Italy",Women's Clothing,4.7,1
5167,Rossini / Maurizio,45.44427,9.21508,"Corso Lodi, 66, 20139 Milan, Italy",Fashion,0.0,1
5168,Ginger Gioielli,45.4566,9.19959,"Via Alfonso Lamarmora 22, 20122 Milan, Italy","Jewelry, Accessories, Jewelry Repair",5.0,3
5169,I Santi,45.45134,9.20468,"Via Bernardino Corio, 2, 20135 Milan, Italy",Leather Goods,4.0,1
5170,Alberto Bressan,45.4576194,9.1932873,"Corso Di Porta Romana, 54, 20122 Milan, Italy",Shoe Stores,5.0,1
5171,Skylab Outlet,45.45801,9.1925,"Corso di Porta Romana 50, 20122 Milan, Italy","Outlet Stores, Accessories, Women's Clothing",5.0,3
5172,Camiceria Olga,45.4553986,9.2119598,"Via Comelico 3, 20135 Milan, Italy","Sewing & Alterations, Men's Clothing, Women's Clothing",4.0,3
5173,And Camicie,45.4565381030534,9.19460831131928,"Via Cavin di Sala 388, 20122 Milan, Italy","Women's Clothing, Men's Clothing",4.0,2
5174,Sakurasan,45.45577,9.20599,"viale Lazio, 6, 20135 Milan, Italy","Arts & Crafts, Accessories, Women's Clothing",5.0,3
5175,Franklin & Marshall,45.4547,9.18042,"C. di Porta Ticinese, 76, 20123 Milan, Italy",Fashion,4.0,1
5176,W Milano,45.46078339,9.15486887,"Via Giorgio Washington 51, 20146 Milan, Italy","Home Decor, Used, Vintage & Consignment",5.0,3
5177,Tresor,45.4546584,9.1427719,"20146 Milan, Italy",Women's Clothing,5.0,1
5178,Nonostante Marras,45.4563293,9.1603098,"Via Cola di Rienzo 8, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Bookstores",5.0,3
5179,Belfiore,45.46732,9.15791,"Via Belfiore 9, 20145 Milan, Italy",Shoe Stores,3.8,1
